//Format[hex]:Index(size) = Name 
10C(4) = activityOfDeadSpEffect_ShootBulletDummypolyId
110(4) = activityOfDeadSpEffect_DeadFadeOutTime
114(4) = ignorNetStateSyncTime_ForThrow
118(2) = netPenaltyPointLanDisconnect
11A(2) = netPenaltyPointProfileSignout
11C(2) = netPenaltyPointReboot
11E(2) = netPnaltyPointSuspend
120(4) = netPenaltyForgiveItemLimitTime
124(2) = netPenaltyPointThreshold
126(2) = uncontrolledMoveThresholdTime
128(4) = enemyDetectionSpEffect_BulletId_byNpcEnemy
12C(4) = activityOfDeadTargetSearchSpEffect_OnHitSpEffect
130(4) = activityOfDeadTargetSearchSpEffect_MaxLength
134(4) = sightRangeLowerPromiseRate
138(2) = saLargeDamageHitSfx_MinDamage
13A(2) = saLargeDamageHitSfx_ForceDamage
13C(4) = soloBreakInMaxPoint
140(4) = npcTalkTimeOutThreshold
144(4) = sendPlayLogIntervalTime
148(1) = item370_MaxSfxNum
149(1) = chrActivateDist_forLeavePC
14A(2) = summonDataCoopMatchingLevelUpperAbs
14C(2) = summonDataCoopMatchingLevelUpperRel
14E(2) = summonDataCoopMatchingWepLevelMul
150(4) = pickUpBerserkerSignSpEffectBulletId
154(4) = succeedBerserkerSelfKillingEffectId
158(1) = machingLevelWhiteSignUpperRel
159(1) = machingLevelWhiteSignUpperAbs
15A(1) = machingLevelRedSignUpperRel
15B(1) = machingLevelRedSignUpperAbs
15C(1) = machingWeaponLevelUpperWhiteSign_0
15D(1) = machingWeaponLevelUpperWhiteSign_1
15E(1) = machingWeaponLevelUpperWhiteSign_2
15F(1) = machingWeaponLevelUpperWhiteSign_3
160(1) = machingWeaponLevelUpperWhiteSign_4
161(1) = machingWeaponLevelUpperWhiteSign_5
162(1) = machingWeaponLevelUpperWhiteSign_6
163(1) = machingWeaponLevelUpperWhiteSign_7
164(1) = machingWeaponLevelUpperWhiteSign_8
165(1) = machingWeaponLevelUpperWhiteSign_9
166(1) = machingWeaponLevelUpperWhiteSign_10
167(1) = machingWeaponLevelUpperRedSign_0
168(1) = machingWeaponLevelUpperRedSign_1
169(1) = machingWeaponLevelUpperRedSign_2
16A(1) = machingWeaponLevelUpperRedSign_3
16B(1) = machingWeaponLevelUpperRedSign_4
16C(1) = machingWeaponLevelUpperRedSign_5
16D(1) = machingWeaponLevelUpperRedSign_6
16E(1) = machingWeaponLevelUpperRedSign_7
16F(1) = machingWeaponLevelUpperRedSign_8
170(1) = machingWeaponLevelUpperRedSign_9
171(1) = machingWeaponLevelUpperRedSign_10
172(1) = autoInvadePoint_generateDist
173(1) = autoInvadePoint_cancelDist
174(4) = sendGlobalEventLogIntervalTime
178(2) = addSoloBreakInPoint_White
17A(2) = addSoloBreakInPoint_Black
17C(2) = addSoloBreakInPoint_ForceJoin
17E(2) = addSoloBreakInPoint_VisitorGuardian
180(2) = addSoloBreakInPoint_VisitorRedHunter
182(1) = invincibleTimer_forNetPC_initSync
183(1) = invincibleTimer_forNetPC
184(4) = redHunter_HostBossAreaGetSoulRate
188(4) = ghostFootprintDecalParamId
18C(4) = leaveAroundHostWarningTime
190(4) = hostModeCostItemId
194(4) = aIJump_DecelerateParam
198(4) = buddyDisappearDelaySec
19C(4) = aIJump_AnimYMoveCorrectRate_onJumpOff
1A0(4) = stealthSystemSightRate_NotInStealthRigid_NotSightHide_StealthMode
1A4(4) = stealthSystemSightRate_NotInStealthRigid_SightHide_NotStealthMode
1A8(4) = stealthSystemSightRate_NotInStealthRigid_SightHide_StealthMode
1AC(4) = stealthSystemSightRate_InStealthRigid_NotSightHide_NotStealthMode
1B0(4) = stealthSystemSightRate_InStealthRigid_NotSightHide_StealthMode
1B4(4) = stealthSystemSightRate_InStealthRigid_SightHide_NotStealthMode
1B8(4) = stealthSystemSightRate_InStealthRigid_SightHide_StealthMode
1BC(4) = msbEventGeomTreasureInfo_actionButtonParamId_corpse
1C0(4) = msbEventGeomTreasureInfo_itemGetAnimId_corpse
1C4(4) = msbEventGeomTreasureInfo_actionButtonParamId_box
1C8(4) = msbEventGeomTreasureInfo_itemGetAnimId_box
1CC(4) = msbEventGeomTreasureInfo_actionButtonParamId_shine
1D0(4) = msbEventGeomTreasureInfo_itemGetAnimId_shine
1D4(4) = signPuddleAssetId
1D8(4) = signPuddleAppearDmypolyId0
1DC(4) = signPuddleAppearDmypolyId1
1E0(4) = signPuddleAppearDmypolyId2
1E4(4) = signPuddleAppearDmypolyId3
1E8(4) = fallDamageRate_forRidePC
1EC(4) = fallDamageRate_forRideNPC
1F0(4) = OldMonkOfYellow_CreateSignSpEffectId
1F4(4) = StragglerActivateDist
1F8(4) = SpEffectId_EnableUseItem_StragglerActivate
1FC(4) = SpEffectId_StragglerWakeUp
200(4) = SpEffectId_StragglerTarget
204(4) = SpEffectId_StragglerOppose
208(4) = buddyWarp_TriggerTimeRayBlocked
20C(4) = buddyWarp_TriggerDistToPlayer
210(4) = buddyWarp_ThresholdTimePathStacked
214(4) = buddyWarp_ThresholdRangePathStacked
218(4) = aiSightRate_morning
21C(4) = aiSightRate_noonA
220(4) = buddyPassThroughTriggerTime
224(4) = aiSightRate_evening
228(4) = aiSightRate_night
22C(4) = aiSightRate_midnightA
230(4) = reserve4_2
234(4) = aiSightRate_sunloss_light
238(4) = aiSightRate_sunloss_dark
23C(4) = aiSightRate_sunloss_veryDark
240(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_NotSightHide_StealthMode
244(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_SightHide_NotStealthMode
248(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_SightHide_StealthMode
24C(4) = stealthSystemSightAngleReduceRate_InStealthRigid_NotSightHide_NotStealthMode
250(4) = stealthSystemSightAngleReduceRate_InStealthRigid_NotSightHide_StealthMode
254(4) = stealthSystemSightAngleReduceRate_InStealthRigid_SightHide_NotStealthMode
258(4) = stealthSystemSightAngleReduceRate_InStealthRigid_SightHide_StealthMode
25C(1) = weatherLotConditionStart_Morning_Hour
25D(1) = weatherLotConditionStart_Morning_Minute
25E(1) = weatherLotConditionStart_Day_Hour
25F(1) = weatherLotConditionStart_Day_Minute
260(1) = weatherLotConditionStart_Evening_Hour
261(1) = weatherLotConditionStart_Evening_Minute
262(1) = weatherLotConditionStart_Night_Hour
263(1) = weatherLotConditionStart_Night_Minute
264(1) = weatherLotConditionStart_DayBreak_Hour
265(1) = weatherLotConditionStart_DayBreak_Minute
266(2) = weatherLotCondition_reserved
268(1) = pclightScaleChangeStart_Hour
269(1) = pclightScaleChangeStart_Minute
26A(1) = pclightScaleChangeEnd_Hour
26B(1) = pclightScaleChangeEnd_Minute
26C(4) = pclightScaleByTimezone
270(4) = bigRuneGreaterDemon_SummonBuddySpecialEffectId_Buddy
274(4) = bigRuneGreaterDemon_SummonBuddySpecialEffectId_Pc
278(4) = homeBonfireParamId
27C(1) = machingWeaponLevelUpperWhiteSign_11
27D(1) = machingWeaponLevelUpperWhiteSign_12
27E(1) = machingWeaponLevelUpperWhiteSign_13
27F(1) = machingWeaponLevelUpperWhiteSign_14
280(1) = machingWeaponLevelUpperWhiteSign_15
281(1) = machingWeaponLevelUpperWhiteSign_16
282(1) = machingWeaponLevelUpperWhiteSign_17
283(1) = machingWeaponLevelUpperWhiteSign_18
284(1) = machingWeaponLevelUpperWhiteSign_19
285(1) = machingWeaponLevelUpperWhiteSign_20
286(1) = machingWeaponLevelUpperWhiteSign_21
287(1) = machingWeaponLevelUpperWhiteSign_22
288(1) = machingWeaponLevelUpperWhiteSign_23
289(1) = machingWeaponLevelUpperWhiteSign_24
28A(1) = machingWeaponLevelUpperWhiteSign_25
28B(1) = machingWeaponLevelUpperRedSign_11
28C(1) = machingWeaponLevelUpperRedSign_12
28D(1) = machingWeaponLevelUpperRedSign_13
28E(1) = machingWeaponLevelUpperRedSign_14
28F(1) = machingWeaponLevelUpperRedSign_15
290(1) = machingWeaponLevelUpperRedSign_16
291(1) = machingWeaponLevelUpperRedSign_17
292(1) = machingWeaponLevelUpperRedSign_18
293(1) = machingWeaponLevelUpperRedSign_19
294(1) = machingWeaponLevelUpperRedSign_20
295(1) = machingWeaponLevelUpperRedSign_21
296(1) = machingWeaponLevelUpperRedSign_22
297(1) = machingWeaponLevelUpperRedSign_23
298(1) = machingWeaponLevelUpperRedSign_24
299(1) = machingWeaponLevelUpperRedSign_25
29A(1) = menuTimezoneStart_Morning_Hour
29B(1) = menuTimezoneStart_Morning_Minute
29C(1) = menuTimezoneStart_Day1_Hour
29D(1) = menuTimezoneStart_Day1_Minute
29E(1) = menuTimezoneStart_Day2_Hour
29F(1) = menuTimezoneStart_Day2_Minute
2A0(1) = menuTimezoneStart_Evening_Hour
2A1(1) = menuTimezoneStart_Evening_Minute
2A2(1) = menuTimezoneStart_Night_Hour
2A3(1) = menuTimezoneStart_Night_Minute
2A4(1) = menuTimezoneStart_Midnight_Hour
2A5(1) = menuTimezoneStart_Midnight_Minute
2A6(2) = remotePlayerThreatLvNotify_ThreatLv
2A8(4) = remotePlayerThreatLvNotify_NotifyDist
2AC(4) = remotePlayerThreatLvNotify_EndNotifyDist
2B0(4) = worldMapPointDiscoveryExpandRange
2B4(4) = worldMapPointReentryExpandRange
2B8(2) = remotePlayerThreatLvNotify_NotifyTime
2BA(2) = breakIn_A_rebreakInGoodsNum
2BC(4) = breakIn_A_rebreakInGoodsId
2C0(4) = rideJumpoff_SfxId
2C4(4) = rideJumpoff_SfxHeightOffset
2C8(4) = rideJumpoff_SpEffectId
2CC(4) = rideJumpoff_SpEffectIdPc
2D0(4) = unlockExchangeMenuEventFlagId
2D4(4) = unlockMessageMenuEventFlagId
2D8(2) = breakInOnce_A_rebreakInGoodsNum
2DA(2) = breakIn_B_rebreakInGoodsNum
2DC(4) = breakInOnce_A_rebreakInGoodsId
2E0(4) = breakIn_B_rebreakInGoodsId
2E4(4) = actionButtonInputCancelTime
2E8(4) = blockClearBonusDelayTime
2EC(4) = bonfireCheckEnemyRange
2F0(48) = reserved_124
