//Format[dec]:Index(size) = Name 
061(4) = defeatMultiModeBossOfSoulCorrectRate_byTeamGhost
062(2) = enemyHpGaugeScreenOffset_byUp
063(2) = playRegionCollectDist
064(2) = enemyDetectionSpEffect_ShootBulletDummypolyId
065(2) = bigRuneGreaterDemonBreakInGoodsNum
066(4) = bigRuneGreaterDemonBreakInGoodsId
067(4) = rideJumpRegionDefaultSfxId
068(4) = saAttackRate_forVsRideAtk
069(4) = enemySpEffectIdAfterSleepCollectorItemLot
070(4) = afterEndingMapUid
071(4) = afterEndingReturnPointEntityId
072(4) = enemyDetectionSpEffect_BulletId_byCoopRing_RedHunter
073(4) = enemyDetectionSpEffect_BulletId_byInvadeOrb_None
074(4) = tutorialFlagOnAccessDistView
075(4) = tutorialFlagOnAccessRetryPoint
076(4) = tutorialFlagOnGetGroupReward
077(4) = tutorialFlagOnEnterRideJumpRegion
078(4) = tutorialCheckRideJumpRegionExpandRange
079(4) = retryPointActivatedPcAnimId
080(4) = retryPointActivatedDialogDelayTime
081(4) = retryPointActivatedDialogTextId
082(4) = signPuddleOpenPcAnimId
083(4) = signPuddleOpenDialogDelayTime
084(4) = activityOfDeadSpEffect_BulletId
085(4) = activityOfDeadSpEffect_ShootBulletDummypolyId
086(4) = activityOfDeadSpEffect_DeadFadeOutTime
087(4) = ignorNetStateSyncTime_ForThrow
088(2) = netPenaltyPointLanDisconnect
089(2) = netPenaltyPointProfileSignout
090(2) = netPenaltyPointReboot
091(2) = netPnaltyPointSuspend
092(4) = netPenaltyForgiveItemLimitTime
093(2) = netPenaltyPointThreshold
094(2) = uncontrolledMoveThresholdTime
095(4) = enemyDetectionSpEffect_BulletId_byNpcEnemy
096(4) = activityOfDeadTargetSearchSpEffect_OnHitSpEffect
097(4) = activityOfDeadTargetSearchSpEffect_MaxLength
098(4) = sightRangeLowerPromiseRate
099(2) = saLargeDamageHitSfx_MinDamage
100(2) = saLargeDamageHitSfx_ForceDamage
101(4) = soloBreakInMaxPoint
102(4) = npcTalkTimeOutThreshold
103(4) = sendPlayLogIntervalTime
104(1) = item370_MaxSfxNum
105(1) = chrActivateDist_forLeavePC
106(2) = summonDataCoopMatchingLevelUpperAbs
107(2) = summonDataCoopMatchingLevelUpperRel
108(2) = summonDataCoopMatchingWepLevelMul
109(4) = pickUpBerserkerSignSpEffectBulletId
110(4) = succeedBerserkerSelfKillingEffectId
111(1) = machingLevelWhiteSignUpperRel
112(1) = machingLevelWhiteSignUpperAbs
113(1) = machingLevelRedSignUpperRel
114(1) = machingLevelRedSignUpperAbs
115(1) = machingWeaponLevelUpperWhiteSign_0
116(1) = machingWeaponLevelUpperWhiteSign_1
117(1) = machingWeaponLevelUpperWhiteSign_2
118(1) = machingWeaponLevelUpperWhiteSign_3
119(1) = machingWeaponLevelUpperWhiteSign_4
120(1) = machingWeaponLevelUpperWhiteSign_5
121(1) = machingWeaponLevelUpperWhiteSign_6
122(1) = machingWeaponLevelUpperWhiteSign_7
123(1) = machingWeaponLevelUpperWhiteSign_8
124(1) = machingWeaponLevelUpperWhiteSign_9
125(1) = machingWeaponLevelUpperWhiteSign_10
126(1) = machingWeaponLevelUpperRedSign_0
127(1) = machingWeaponLevelUpperRedSign_1
128(1) = machingWeaponLevelUpperRedSign_2
129(1) = machingWeaponLevelUpperRedSign_3
130(1) = machingWeaponLevelUpperRedSign_4
131(1) = machingWeaponLevelUpperRedSign_5
132(1) = machingWeaponLevelUpperRedSign_6
133(1) = machingWeaponLevelUpperRedSign_7
134(1) = machingWeaponLevelUpperRedSign_8
135(1) = machingWeaponLevelUpperRedSign_9
136(1) = machingWeaponLevelUpperRedSign_10
137(1) = autoInvadePoint_generateDist
138(1) = autoInvadePoint_cancelDist
139(4) = sendGlobalEventLogIntervalTime
140(2) = addSoloBreakInPoint_White
141(2) = addSoloBreakInPoint_Black
142(2) = addSoloBreakInPoint_ForceJoin
143(2) = addSoloBreakInPoint_VisitorGuardian
144(2) = addSoloBreakInPoint_VisitorRedHunter
145(1) = invincibleTimer_forNetPC_initSync
146(1) = invincibleTimer_forNetPC
147(4) = redHunter_HostBossAreaGetSoulRate
148(4) = ghostFootprintDecalParamId
149(4) = leaveAroundHostWarningTime
150(4) = hostModeCostItemId
151(4) = aIJump_DecelerateParam
152(4) = buddyDisappearDelaySec
153(4) = aIJump_AnimYMoveCorrectRate_onJumpOff
154(4) = stealthSystemSightRate_NotInStealthRigid_NotSightHide_StealthMode
155(4) = stealthSystemSightRate_NotInStealthRigid_SightHide_NotStealthMode
156(4) = stealthSystemSightRate_NotInStealthRigid_SightHide_StealthMode
157(4) = stealthSystemSightRate_InStealthRigid_NotSightHide_NotStealthMode
158(4) = stealthSystemSightRate_InStealthRigid_NotSightHide_StealthMode
159(4) = stealthSystemSightRate_InStealthRigid_SightHide_NotStealthMode
160(4) = stealthSystemSightRate_InStealthRigid_SightHide_StealthMode
161(4) = msbEventGeomTreasureInfo_actionButtonParamId_corpse
162(4) = msbEventGeomTreasureInfo_itemGetAnimId_corpse
163(4) = msbEventGeomTreasureInfo_actionButtonParamId_box
164(4) = msbEventGeomTreasureInfo_itemGetAnimId_box
165(4) = msbEventGeomTreasureInfo_actionButtonParamId_shine
166(4) = msbEventGeomTreasureInfo_itemGetAnimId_shine
167(4) = signPuddleAssetId
168(4) = signPuddleAppearDmypolyId0
169(4) = signPuddleAppearDmypolyId1
170(4) = signPuddleAppearDmypolyId2
171(4) = signPuddleAppearDmypolyId3
172(4) = fallDamageRate_forRidePC
173(4) = fallDamageRate_forRideNPC
174(4) = OldMonkOfYellow_CreateSignSpEffectId
175(4) = StragglerActivateDist
176(4) = SpEffectId_EnableUseItem_StragglerActivate
177(4) = SpEffectId_StragglerWakeUp
178(4) = SpEffectId_StragglerTarget
179(4) = SpEffectId_StragglerOppose
180(4) = buddyWarp_TriggerTimeRayBlocked
181(4) = buddyWarp_TriggerDistToPlayer
182(4) = buddyWarp_ThresholdTimePathStacked
183(4) = buddyWarp_ThresholdRangePathStacked
184(4) = aiSightRate_morning
185(4) = aiSightRate_noonA
186(4) = buddyPassThroughTriggerTime
187(4) = aiSightRate_evening
188(4) = aiSightRate_night
189(4) = aiSightRate_midnightA
190(4) = reserve4_2
191(4) = aiSightRate_sunloss_light
192(4) = aiSightRate_sunloss_dark
193(4) = aiSightRate_sunloss_veryDark
194(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_NotSightHide_StealthMode
195(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_SightHide_NotStealthMode
196(4) = stealthSystemSightAngleReduceRate_NotInStealthRigid_SightHide_StealthMode
197(4) = stealthSystemSightAngleReduceRate_InStealthRigid_NotSightHide_NotStealthMode
198(4) = stealthSystemSightAngleReduceRate_InStealthRigid_NotSightHide_StealthMode
199(4) = stealthSystemSightAngleReduceRate_InStealthRigid_SightHide_NotStealthMode
200(4) = stealthSystemSightAngleReduceRate_InStealthRigid_SightHide_StealthMode
201(1) = weatherLotConditionStart_Morning_Hour
202(1) = weatherLotConditionStart_Morning_Minute
203(1) = weatherLotConditionStart_Day_Hour
204(1) = weatherLotConditionStart_Day_Minute
205(1) = weatherLotConditionStart_Evening_Hour
206(1) = weatherLotConditionStart_Evening_Minute
207(1) = weatherLotConditionStart_Night_Hour
208(1) = weatherLotConditionStart_Night_Minute
209(1) = weatherLotConditionStart_DayBreak_Hour
210(1) = weatherLotConditionStart_DayBreak_Minute
211(2) = weatherLotCondition_reserved
212(1) = pclightScaleChangeStart_Hour
213(1) = pclightScaleChangeStart_Minute
214(1) = pclightScaleChangeEnd_Hour
215(1) = pclightScaleChangeEnd_Minute
216(4) = pclightScaleByTimezone
217(4) = bigRuneGreaterDemon_SummonBuddySpecialEffectId_Buddy
218(4) = bigRuneGreaterDemon_SummonBuddySpecialEffectId_Pc
219(4) = homeBonfireParamId
220(1) = machingWeaponLevelUpperWhiteSign_11
221(1) = machingWeaponLevelUpperWhiteSign_12
222(1) = machingWeaponLevelUpperWhiteSign_13
223(1) = machingWeaponLevelUpperWhiteSign_14
224(1) = machingWeaponLevelUpperWhiteSign_15
225(1) = machingWeaponLevelUpperWhiteSign_16
226(1) = machingWeaponLevelUpperWhiteSign_17
227(1) = machingWeaponLevelUpperWhiteSign_18
228(1) = machingWeaponLevelUpperWhiteSign_19
229(1) = machingWeaponLevelUpperWhiteSign_20
230(1) = machingWeaponLevelUpperWhiteSign_21
231(1) = machingWeaponLevelUpperWhiteSign_22
232(1) = machingWeaponLevelUpperWhiteSign_23
233(1) = machingWeaponLevelUpperWhiteSign_24
234(1) = machingWeaponLevelUpperWhiteSign_25
235(1) = machingWeaponLevelUpperRedSign_11
236(1) = machingWeaponLevelUpperRedSign_12
237(1) = machingWeaponLevelUpperRedSign_13
238(1) = machingWeaponLevelUpperRedSign_14
239(1) = machingWeaponLevelUpperRedSign_15
240(1) = machingWeaponLevelUpperRedSign_16
241(1) = machingWeaponLevelUpperRedSign_17
242(1) = machingWeaponLevelUpperRedSign_18
243(1) = machingWeaponLevelUpperRedSign_19
244(1) = machingWeaponLevelUpperRedSign_20
245(1) = machingWeaponLevelUpperRedSign_21
246(1) = machingWeaponLevelUpperRedSign_22
247(1) = machingWeaponLevelUpperRedSign_23
248(1) = machingWeaponLevelUpperRedSign_24
249(1) = machingWeaponLevelUpperRedSign_25
250(1) = menuTimezoneStart_Morning_Hour
251(1) = menuTimezoneStart_Morning_Minute
252(1) = menuTimezoneStart_Day1_Hour
253(1) = menuTimezoneStart_Day1_Minute
254(1) = menuTimezoneStart_Day2_Hour
255(1) = menuTimezoneStart_Day2_Minute
256(1) = menuTimezoneStart_Evening_Hour
257(1) = menuTimezoneStart_Evening_Minute
258(1) = menuTimezoneStart_Night_Hour
259(1) = menuTimezoneStart_Night_Minute
260(1) = menuTimezoneStart_Midnight_Hour
261(1) = menuTimezoneStart_Midnight_Minute
262(2) = remotePlayerThreatLvNotify_ThreatLv
263(4) = remotePlayerThreatLvNotify_NotifyDist
264(4) = remotePlayerThreatLvNotify_EndNotifyDist
265(4) = worldMapPointDiscoveryExpandRange
266(4) = worldMapPointReentryExpandRange
267(2) = remotePlayerThreatLvNotify_NotifyTime
268(2) = breakIn_A_rebreakInGoodsNum
269(4) = breakIn_A_rebreakInGoodsId
270(4) = rideJumpoff_SfxId
271(4) = rideJumpoff_SfxHeightOffset
272(4) = rideJumpoff_SpEffectId
273(4) = rideJumpoff_SpEffectIdPc
274(4) = unlockExchangeMenuEventFlagId
275(4) = unlockMessageMenuEventFlagId
276(2) = breakInOnce_A_rebreakInGoodsNum
277(2) = breakIn_B_rebreakInGoodsNum
278(4) = breakInOnce_A_rebreakInGoodsId
279(4) = breakIn_B_rebreakInGoodsId
280(4) = actionButtonInputCancelTime
281(4) = blockClearBonusDelayTime
282(4) = bonfireCheckEnemyRange
283(48) = reserved_124
